idx,true_t+1,pred_t+1,true_t+2,pred_t+2,true_t+3,pred_t+3,true_t+4,pred_t+4,true_t+5,pred_t+5,true_t+6,pred_t+6
4649,11.44,10.9383,11.99,11.0429,12.47,11.1136,12.98,11.028,13.5,10.5679,12.34,9.68452
4650,11.99,11.1131,12.47,10.9693,12.98,10.7796,13.5,10.3918,12.34,9.57697,11.47,8.38262
4651,12.47,11.6897,12.98,11.4131,13.5,10.8923,12.34,10.0193,11.47,8.75816,10.63,7.32027
4652,12.98,11.9151,13.5,11.1315,12.34,10.076,11.47,8.7865,10.63,7.35325,9.04,5.9834
4653,13.5,12.1136,12.34,10.935,11.47,9.54384,10.63,8.08973,9.04,6.66533,7.21,5.46267
4654,12.34,12.1708,11.47,10.703,10.63,9.18712,9.04,7.76791,7.21,6.48982,5.49,5.46485
4655,11.47,11.2862,10.63,9.68764,9.04,8.22107,7.21,6.96998,5.49,5.89999,3.94,5.04153
4656,10.63,10.2467,9.04,8.68567,7.21,7.36736,5.49,6.31461,3.94,5.43157,3.76,4.71157
4657,9.04,9.54678,7.21,8.20026,5.49,7.08062,3.94,6.16948,3.76,5.37081,2.84,4.71807
4658,7.21,8.48112,5.49,7.19408,3.94,6.14969,3.76,5.3087,2.84,4.60688,2.56,4.14079
4659,5.49,6.59904,3.94,5.37628,3.76,4.4339,2.84,3.74053,2.56,3.27645,1.7,3.17898
4660,3.94,4.65203,3.76,3.55768,2.84,2.81081,2.56,2.39035,1.7,2.33507,1.55,2.76904
4661,3.76,2.99441,2.84,2.08006,2.56,1.59872,1.7,1.57402,1.55,2.03332,1.99,3.03323
4662,2.84,2.69451,2.56,2.03972,1.7,1.86668,1.55,2.25658,1.99,3.20426,3.27,4.65141
4663,2.56,1.95089,1.7,1.66595,1.55,1.9678,1.99,2.90901,3.27,4.38308,5.18,6.18852
4664,1.7,1.99741,1.55,2.22013,1.99,3.0517,3.27,4.45179,5.18,6.19706,8.79,8.03684
4665,1.55,1.99022,1.99,2.8433,3.27,4.24968,5.18,6.01801,8.79,7.83078,13.16,9.44512
4666,1.99,2.83227,3.27,4.21388,5.18,5.9784,8.79,7.81649,13.16,9.41006,15.71,10.6773
4667,3.27,3.61737,5.18,5.24926,8.79,7.07627,13.16,8.76461,15.71,10.1051,16.44,11.1669
4668,5.18,4.89545,8.79,6.53948,13.16,8.16695,15.71,9.54735,16.44,10.6208,17.45,11.4925
4669,8.79,6.87838,13.16,8.26373,15.71,9.52338,16.44,10.6124,17.45,11.4894,17.51,12.2197
4670,13.16,10.2979,15.71,11.6925,16.44,12.8219,17.45,13.7125,17.51,14.3453,16.83,14.7685
4671,15.71,13.746,16.44,15.1538,17.45,16.1556,17.51,16.7992,16.83,17.0872,17.35,17.0822
4672,16.44,16.3687,17.45,17.2144,17.51,17.7815,16.83,18.0639,17.35,17.9678,16.55,17.5112
4673,17.45,17.1593,17.51,17.4763,16.83,17.6393,17.35,17.5746,16.55,17.1225,16.19,16.2372
4674,17.51,17.1269,16.83,17.0586,17.35,16.8677,16.55,16.4719,16.19,15.6573,15.43,14.3953
4675,16.83,17.0973,17.35,16.6769,16.55,16.1137,16.19,15.2968,15.43,14.0257,12.43,12.4031
4676,17.35,17.0793,16.55,16.3422,16.19,15.367,15.43,14.0757,12.43,12.4091,11.23,10.5928
4677,16.55,16.4355,16.19,15.3444,15.43,13.9967,12.43,12.425,11.23,10.6777,10.16,9.0158
4678,16.19,16.2335,15.43,14.8134,12.43,13.2177,11.23,11.5351,10.16,9.84202,8.69,8.39745
4679,15.43,15.3065,12.43,13.6347,11.23,11.9245,10.16,10.2935,8.69,8.81713,7.71,7.67021
4680,12.43,14.2096,11.23,12.3425,10.16,10.6563,8.69,9.24072,7.71,8.0916,7.18,7.25702
4681,11.23,12.5083,10.16,10.7106,8.69,9.26993,7.71,8.19165,7.18,7.35931,6.74,6.75098
4682,10.16,10.2534,8.69,8.81498,7.71,7.72422,7.18,6.93045,6.74,6.32267,6.43,5.90626
4683,8.69,9.34527,7.71,8.16095,7.18,7.27809,6.74,6.62941,6.43,6.14204,6.09,5.90576
4684,7.71,7.92505,7.18,6.88864,6.74,6.16186,6.43,5.67185,6.09,5.39105,5.87,5.49646
4685,7.18,6.86829,6.74,6.01678,6.43,5.47533,6.09,5.21237,5.87,5.33564,5.9,6.03056
4686,6.74,6.36019,6.43,5.79453,6.09,5.53754,5.87,5.70565,5.9,6.42119,6.44,7.79113
4687,6.43,6.04935,6.09,5.69706,5.87,5.79302,5.9,6.49092,6.44,7.84377,7.31,9.80461
4688,6.09,5.92196,5.87,5.87569,5.9,6.42965,6.44,7.70399,7.31,9.63071,9,11.9857
4689,5.87,5.89066,5.9,6.36439,6.44,7.52907,7.31,9.37013,9,11.6507,10.6,14.0417
4690,5.9,6.52944,6.44,7.76528,7.31,9.61242,9,11.8525,10.6,14.1023,11.76,16.0437
4691,6.44,7.5908,7.31,9.4917,9,11.8008,10.6,14.1068,11.76,16.0044,13.08,17.379
4692,7.31,8.57219,9,10.7549,10.6,13.1015,11.76,15.1622,13.08,16.6588,15.17,17.6428
4693,9,9.51478,10.6,11.5622,11.76,13.5232,13.08,15.0851,15.17,16.1423,15.73,16.8285
4694,10.6,10.8008,11.76,12.3456,13.08,13.6834,15.17,14.7189,15.73,15.4331,16.06,15.8958
4695,11.76,12.1125,13.08,13.2752,15.17,14.1974,15.73,14.9026,16.06,15.3289,16.13,15.4801
4696,13.08,13.1399,15.17,14.0462,15.73,14.7072,16.06,15.116,16.13,15.2034,15.85,14.9506
4697,15.17,14.0938,15.73,14.7625,16.06,15.15,16.13,15.2444,15.85,14.9605,16.06,14.2872
4698,15.73,15.6434,16.06,16.1135,16.13,16.2222,15.85,15.9492,16.06,15.2254,14.65,14.118
4699,16.06,16.3304,16.13,16.3694,15.85,16.0253,16.06,15.2941,14.65,14.1582,13.51,12.7541
4700,16.13,16.3441,15.85,15.8505,16.06,15.0285,14.65,13.9271,13.51,12.5598,12.59,11.1408
4701,15.85,15.9893,16.06,15.0702,14.65,13.8768,13.51,12.5058,12.59,11.0417,10.61,9.69253
4702,16.06,15.4757,14.65,14.172,13.51,12.7036,12.59,11.2241,10.61,9.79073,9.71,8.57915
4703,14.65,14.9706,13.51,13.4505,12.59,11.9621,10.61,10.6205,9.71,9.40364,7.68,8.42775
4704,13.51,13.9648,12.59,12.4782,10.61,11.1257,9.71,9.94101,7.68,8.90733,6.74,8.10863
4705,12.59,12.2241,10.61,10.7331,9.71,9.49278,7.68,8.51821,6.74,7.74171,6.1,7.18548
4706,10.61,11.1189,9.71,9.73428,7.68,8.65643,6.74,7.86794,6.1,7.27214,4.91,6.88162
4707,9.71,9.42206,7.68,8.18044,6.74,7.30578,6.1,6.7094,4.91,6.28528,4.61,6.08156
4708,7.68,8.10288,6.74,7.03717,6.1,6.32808,4.91,5.87283,4.61,5.60707,3.89,5.6097
4709,6.74,6.22095,6.1,5.25047,4.91,4.68714,4.61,4.43406,3.89,4.4336,4.86,4.75942
4710,6.1,5.19926,4.91,4.41304,4.61,4.04069,3.89,4.00781,4.86,4.27891,8.32,4.92108
4711,4.91,4.67182,4.61,4.16732,3.89,4.04958,4.86,4.3027,8.32,4.90841,8.99,5.90566
4712,4.61,3.82743,3.89,3.60924,4.86,3.82815,8.32,4.45991,8.99,5.47139,11.49,6.85797
4713,3.89,3.92498,4.86,4.09813,8.32,4.70315,8.99,5.71174,11.49,7.06053,12.99,8.69392
4714,4.86,4.08256,8.32,4.71874,8.99,5.78432,11.49,7.19487,12.99,8.80125,14.23,10.5077
4715,8.32,5.51486,8.99,6.6504,11.49,8.13093,12.99,9.79259,14.23,11.4445,15.1,13.0071
4716,8.99,9.3428,11.49,11.0273,12.99,12.7709,14.23,14.4213,15.1,15.8185,15.72,16.9676
4717,11.49,10.7639,12.99,12.5672,14.23,14.3436,15.1,15.9008,15.72,17.099,16.17,17.9517
4718,12.99,13.3487,14.23,15.0105,15.1,16.542,15.72,17.7925,16.17,18.6402,16.09,19.133
4719,14.23,14.6035,15.1,16.0125,15.72,17.2563,16.17,18.2067,16.09,18.7509,16.76,18.9235
4720,15.1,15.7625,15.72,16.8018,16.17,17.6463,16.09,18.1866,16.76,18.327,17.12,18.1
4721,15.72,16.0985,16.17,16.5871,16.09,16.9417,16.76,17.0892,17.12,16.8755,16.82,16.3089
4722,16.17,16.378,16.09,16.5713,16.76,16.629,17.12,16.455,16.82,15.8969,15.44,14.9431
4723,16.09,16.6821,16.76,16.5766,17.12,16.313,16.82,15.8234,15.44,14.9524,13.9,13.7399
4724,16.76,16.6226,17.12,16.191,16.82,15.5768,15.44,14.7221,13.9,13.5313,12.66,12.1373
4725,17.12,16.826,16.82,16.1606,15.44,15.2421,13.9,14.0715,12.66,12.6574,10.94,11.1699
4726,16.82,16.7955,15.44,15.7357,13.9,14.5088,12.66,13.1792,10.94,11.7217,9.23,10.3313
4727,15.44,16.5855,13.9,15.301,12.66,13.9356,10.94,12.5319,9.23,11.0964,7.83,9.8065
4728,13.9,15.4947,12.66,14.0131,10.94,12.5663,9.23,11.2035,7.83,9.90468,6.28,8.81107
4729,12.66,13.6829,10.94,12.0619,9.23,10.6217,7.83,9.38034,6.28,8.31475,5.23,7.55501
4730,10.94,11.9116,9.23,10.4577,7.83,9.2393,6.28,8.2389,5.23,7.43536,4.67,6.94314
4731,9.23,10.1298,7.83,8.72767,6.28,7.64184,5.23,6.8518,4.67,6.31696,3.91,6.18265
4732,7.83,8.24002,6.28,7.0904,5.23,6.29945,4.67,5.80168,3.91,5.63614,3.03,5.95017
4733,6.28,6.61274,5.23,5.63359,4.67,5.07798,3.91,4.9547,3.03,5.28541,5.59,6.15596
4734,5.23,5.10695,4.67,4.36685,3.91,4.164,3.03,4.51599,5.59,5.40292,7.2,6.82067
4735,4.67,4.27159,3.91,3.93728,3.03,4.20369,5.59,5.0753,7.2,6.47761,10.02,8.27861
4736,3.91,4.39146,3.03,4.62859,5.59,5.48409,7.2,6.91543,10.02,8.69997,13.16,10.6707
4737,3.03,5.16142,5.59,6.13019,7.2,7.61034,10.02,9.38109,13.16,11.2331,16.12,13.0333
4738,5.59,5.48307,7.2,6.91266,10.02,8.77329,13.16,10.7728,16.12,12.613,17.38,14.1995
4739,7.2,7.44349,10.02,9.20642,13.16,11.2193,16.12,13.1662,17.38,14.7837,16.63,16.0474
4740,10.02,9.68862,13.16,11.7283,16.12,13.7561,17.38,15.4998,16.63,16.7922,16.73,17.714
4741,13.16,12.5463,16.12,14.4662,17.38,16.1718,16.63,17.5123,16.73,18.4215,16.27,19.0253
4742,16.12,15.4842,17.38,17.2212,16.63,18.5922,16.73,19.5588,16.27,20.121,13.65,20.3888
4743,17.38,17.6956,16.63,18.9964,16.73,19.947,16.27,20.5514,13.65,20.7815,11.46,20.7109
4744,16.63,19.2341,16.73,19.9964,16.27,20.5227,13.65,20.7787,11.46,20.6626,10.94,20.1917
4745,16.73,18.6202,16.27,18.9334,13.65,19.118,11.46,19.0922,10.94,18.676,9.73,17.8487
4746,16.27,17.7323,13.65,17.8169,11.46,17.7903,10.94,17.5444,9.73,16.8738,8.33,15.764
4747,13.65,17.3407,11.46,17.2242,10.94,16.9297,9.73,16.3375,8.33,15.2859,8,13.8701
4748,11.46,15.0357,10.94,14.4952,9.73,13.8146,8.33,12.8772,8,11.6157,7.86,10.2037
4749,10.94,12.1112,9.73,11.2428,8.33,10.2743,8,9.15632,7.86,7.9071,7.59,6.70874
4750,9.73,10.6223,8.33,9.57818,8,8.47998,7.86,7.35411,7.59,6.22177,7.66,5.25683
4751,8.33,9.19912,8,8.02243,7.86,6.90888,7.59,5.87575,7.66,4.91982,7.53,4.19094
4752,8,7.72706,7.86,6.46915,7.59,5.37186,7.66,4.43255,7.53,3.66938,7.31,3.20218
4753,7.86,7.18023,7.59,6.01005,7.66,5.02733,7.53,4.25504,7.31,3.71662,6.34,3.48248
4754,7.59,7.03233,7.66,6.12282,7.53,5.36079,7.31,4.8047,6.34,4.45967,5.72,4.4333
4755,7.66,6.85233,7.53,6.16328,7.31,5.61704,6.34,5.25545,5.72,5.12705,4.8,5.39235
4756,7.53,7.0016,7.31,6.54202,6.34,6.20735,5.72,6.08556,4.8,6.30008,4.52,7.01466
4757,7.31,7.06145,6.34,6.82224,5.72,6.75769,4.8,7.0084,4.52,7.71134,4.53,8.97979
4758,6.34,6.89156,5.72,6.78338,4.8,6.98788,4.52,7.67521,4.53,8.91879,5.71,10.674
4759,5.72,5.81,4.8,5.84574,4.52,6.42683,4.53,7.65281,5.71,9.40821,6.7,11.4827
4760,4.8,5.56924,4.52,6.14602,4.53,7.34919,5.71,9.06833,6.7,11.0621,7.47,13.0536
4761,4.52,5.39799,4.53,6.68638,5.71,8.52749,6.7,10.6177,7.47,12.5754,8.39,14.1618
4762,4.53,5.51751,5.71,7.21515,6.7,9.31871,7.47,11.4061,8.39,13.0642,9.8,14.1351
4763,5.71,5.75164,6.7,7.57901,7.47,9.61372,8.39,11.4303,9.8,12.684,10.39,13.2998
4764,6.7,6.83377,7.47,8.47477,8.39,10.082,9.8,11.3543,10.39,12.0707,10.68,12.2425
4765,7.47,7.71874,8.39,8.98885,9.8,10.03,10.39,10.7033,10.68,10.8945,11.35,10.6419
4766,8.39,8.32749,9.8,9.10602,10.39,9.60328,10.68,9.77903,11.35,9.57376,12.5,9.04703
4767,9.8,8.86391,10.39,9.26116,10.68,9.38485,11.35,9.24013,12.5,8.79376,12.63,8.12777
4768,10.39,9.80021,10.68,9.98527,11.35,9.80886,12.5,9.3301,12.63,8.58763,12.74,7.74717
4769,10.68,10.0726,11.35,9.88212,12.5,9.35703,12.63,8.58883,12.74,7.65953,12.21,6.74756
4770,11.35,10.0401,12.5,9.4776,12.63,8.69787,12.74,7.82019,12.21,6.89421,11.03,6.08214
4771,12.5,10.2205,12.63,9.51918,12.74,8.68188,12.21,7.82855,11.03,6.99654,9.29,6.34388
4772,12.63,10.7763,12.74,10.0045,12.21,9.12826,11.03,8.26577,9.29,7.47468,8.91,6.87702
4773,12.74,10.7434,12.21,9.71347,11.03,8.75401,9.29,7.97167,8.91,7.31558,8.85,6.81801
4774,12.21,10.8569,11.03,9.89195,9.29,9.07084,8.91,8.43211,8.85,7.87251,8.55,7.38301
4775,11.03,10.4841,9.29,9.65508,8.91,8.99384,8.85,8.46454,8.55,7.92828,8.11,7.38355
4776,9.29,9.55033,8.91,8.70868,8.85,8.07619,8.55,7.56162,8.11,7.00499,7.87,6.43389
4777,8.91,8.5896,8.85,7.80189,8.55,7.20336,8.11,6.67764,7.87,6.10931,7.33,5.57909
4778,8.85,8.04903,8.55,7.41065,8.11,6.87131,7.87,6.34234,7.33,5.77887,7.52,5.33107
4779,8.55,8.02869,8.11,7.38525,7.87,6.81045,7.33,6.25206,7.52,5.72208,7.2,5.39419
4780,8.11,7.7429,7.87,7.08672,7.33,6.50416,7.52,5.99419,7.2,5.60012,7.23,5.48891
4781,7.87,7.24025,7.33,6.56139,7.52,6.02463,7.2,5.66042,7.23,5.52802,9.66,5.74223
4782,7.33,6.93074,7.52,6.41578,7.2,6.09121,7.23,6.01082,9.66,6.20432,10.29,6.73241
4783,7.52,6.41242,7.2,6.06502,7.23,5.99268,9.66,6.22848,10.29,6.7422,11.12,7.53376
4784,7.2,6.77933,7.23,6.71681,9.66,6.93719,10.29,7.44811,11.12,8.1806,12.84,9.09877
4785,7.23,6.90689,9.66,7.1681,10.29,7.70548,11.12,8.46108,12.84,9.33262,13.2,10.2941
4786,9.66,7.37621,10.29,7.97906,11.12,8.80701,12.84,9.74356,13.2,10.6824,14.09,11.6235
4787,10.29,9.91453,11.12,10.8816,12.84,11.8863,13.2,12.8494,14.09,13.6922,15.27,14.439
4788,11.12,10.984,12.84,12.0549,13.2,13.1335,14.09,14.1274,15.27,14.9324,16.44,15.5835
4789,12.84,11.7972,13.2,12.7401,14.09,13.7279,15.27,14.6345,16.44,15.3528,17.26,15.906
4790,13.2,12.8537,14.09,13.6828,15.27,14.527,16.44,15.2871,17.26,15.8359,17.99,16.125
4791,14.09,13.2852,15.27,13.8052,16.44,14.42,17.26,14.9958,17.99,15.2835,17.71,15.1839
4792,15.27,13.8831,16.44,14.2294,17.26,14.6535,17.99,14.9499,17.71,14.8635,17.65,14.371
4793,16.44,14.8106,17.26,15.0405,17.99,15.206,17.71,15.1156,17.65,14.5988,17.37,13.7282
4794,17.26,16.0995,17.99,16.0699,17.71,15.8468,17.65,15.323,17.37,14.4078,16.11,13.2735
4795,17.99,16.7183,17.71,16.2079,17.65,15.4959,17.37,14.5696,16.11,13.4182,14.83,12.2579
4796,17.71,17.272,17.65,16.3925,17.37,15.351,16.11,14.2118,14.83,13.0102,13.95,11.9541
4797,17.65,17.1724,17.37,16.0277,16.11,14.845,14.83,13.701,13.95,12.5945,13.44,11.6592
4798,17.37,16.7695,16.11,15.5733,14.83,14.4451,13.95,13.4289,13.44,12.4611,12.53,11.6299
4799,16.11,16.4205,14.83,15.287,13.95,14.3123,13.44,13.4708,12.53,12.6442,12,11.8907
4800,14.83,15.8444,13.95,14.8297,13.44,13.9716,12.53,13.1892,12,12.3893,11.12,11.7117
4801,13.95,14.3709,13.44,13.3823,12.53,12.5858,12,11.8821,11.12,11.2223,9.69,10.752
4802,13.44,13.1883,12.53,12.236,12,11.4972,11.12,10.9074,9.69,10.4279,8.34,10.1979
4803,12.53,12.4518,12,11.5745,11.12,10.934,9.69,10.4819,8.34,10.2009,7.69,10.2266
4804,12,11.4396,11.12,10.6765,9.69,10.2021,8.34,9.98062,7.69,10.0034,6.68,10.37
4805,11.12,10.8159,9.69,10.2059,8.34,9.91467,7.69,9.93294,6.68,10.2465,9.06,10.9198
4806,9.69,10.0033,8.34,9.58465,7.69,9.54472,6.68,9.86365,9.06,10.5068,11.42,11.4518
4807,8.34,8.8376,7.69,8.65059,6.68,8.93754,9.06,9.64393,11.42,10.622,13.69,11.8234
4808,7.69,8.18882,6.68,8.42036,9.06,9.12139,11.42,10.1225,13.69,11.286,16.94,12.613
4809,6.68,8.12788,9.06,8.82667,11.42,9.90219,13.69,11.1531,16.94,12.4483,18.52,13.7853
4810,9.06,7.82506,11.42,8.78387,13.69,10.1167,16.94,11.6093,18.52,13.0534,19.59,14.4581
4811,11.42,10.283,13.69,11.661,16.94,13.2052,18.52,14.7189,19.59,16.0599,20.93,17.2649
4812,13.69,12.996,16.94,14.6491,18.52,16.2549,19.59,17.6788,20.93,18.8131,21.57,19.7016
4813,16.94,15.3669,18.52,16.9426,19.59,18.4154,20.93,19.6643,21.57,20.5565,22.59,21.12
4814,18.52,18.226,19.59,19.7681,20.93,21.0799,21.57,22.047,22.59,22.5529,22.83,22.6478
4815,19.59,19.8872,20.93,21.0476,21.57,21.9789,22.59,22.5535,22.83,22.6343,23.58,22.2656
4816,20.93,20.79,21.57,21.4893,22.59,21.9735,22.83,22.1123,23.58,21.752,23.24,20.9765
4817,21.57,21.2473,22.59,21.5422,22.83,21.5977,23.58,21.3014,23.24,20.5237,23.2,19.3998
4818,22.59,21.5132,22.83,21.3831,23.58,21.0099,23.24,20.3238,23.2,19.2198,21.01,17.8753
4819,22.83,21.9493,23.58,21.4172,23.24,20.6562,23.2,19.6442,21.01,18.3173,19.55,16.8907
4820,23.58,21.8152,23.24,20.9511,23.2,19.8851,21.01,18.6457,19.55,17.2233,17.91,15.833
4821,23.24,21.7419,23.2,20.6142,21.01,19.351,19.55,18.0205,17.91,16.6104,17.1,15.2839
4822,23.2,21.3761,21.01,20.01,19.55,18.6516,17.91,17.3482,17.1,16.0214,16.36,14.7789
4823,21.01,21.1455,19.55,19.7691,17.91,18.4762,17.1,17.2595,16.36,15.998,15.64,14.785
4824,19.55,20.3054,17.91,18.9079,17.1,17.6587,16.36,16.4874,15.64,15.2651,13.64,14.1114
4825,17.91,18.793,17.1,17.4439,16.36,16.2522,15.64,15.1283,13.64,13.9803,11.82,12.9793
4826,17.1,17.2707,16.36,15.8765,15.64,14.6897,13.64,13.6252,11.82,12.6308,10.61,11.9064
4827,16.36,16.132,15.64,14.7943,13.64,13.6614,11.82,12.6882,10.61,11.9033,9.4,11.5467
4828,15.64,15.1601,13.64,13.8806,11.82,12.8622,10.61,12.113,9.4,11.7215,8.35,11.8861
4829,13.64,14.2736,11.82,13.1286,10.61,12.3338,9.4,11.9693,8.35,12.1018,10.42,12.8467
4830,11.82,12.5069,10.61,11.5049,9.4,11.0423,8.35,11.1749,10.42,11.9092,13.51,13.2159
4831,10.61,10.6937,9.4,10.0035,8.35,10.0133,10.42,10.729,13.51,12.0364,16.42,13.7717
4832,9.4,9.93291,8.35,9.8245,10.42,10.4565,13.51,11.715,16.42,13.3707,19.58,15.2281
4833,8.35,9.79399,10.42,10.4463,13.51,11.725,16.42,13.3675,19.58,15.107,20.81,16.8005
4834,10.42,9.72851,13.51,10.894,16.42,12.5601,19.58,14.3944,20.81,16.1149,20.97,17.6534
4835,13.51,11.9908,16.42,13.619,19.58,15.464,20.81,17.2362,20.97,18.751,22.1,20.024
4836,16.42,15.2525,19.58,17.1045,20.81,18.8527,20.97,20.3449,22.1,21.5112,22.24,22.4324
4837,19.58,18.0587,20.81,19.69,20.97,21.1,22.1,22.2415,22.24,23.0899,22.65,23.7262
4838,20.81,20.8156,20.97,22.149,22.1,23.2127,22.24,24.0066,22.65,24.5143,22.84,24.7919
4839,20.97,22.3311,22.1,23.2174,22.24,23.897,22.65,24.3568,22.84,24.5307,22.88,24.4368
4840,22.1,22.6484,22.24,23.1176,22.65,23.4385,22.84,23.5751,22.88,23.4005,22.97,22.9342
4841,22.24,22.5317,22.65,22.7852,22.84,22.8417,22.88,22.648,22.97,22.0944,22.44,21.2676
4842,22.65,22.7388,22.84,22.6919,22.88,22.4289,22.97,21.905,22.44,21.0315,21.16,19.9567
4843,22.84,22.6883,22.88,22.3934,22.97,21.8272,22.44,20.9909,21.16,19.8819,19.77,18.7006
4844,22.88,22.3678,22.97,21.7202,22.44,20.8155,21.16,19.7342,19.77,18.5119,18.3,17.3093
4845,22.97,21.934,22.44,21.0061,21.16,19.9024,19.77,18.7242,18.3,17.4713,16.95,16.2626
4846,22.44,21.5554,21.16,20.4342,19.77,19.2753,18.3,18.1252,16.95,16.8969,15.85,15.6672
4847,21.16,21.1756,19.77,20.0556,18.3,18.9449,16.95,17.8122,15.85,16.5372,14.85,15.2147
4848,19.77,20.4271,18.3,19.2669,16.95,18.1446,15.85,16.9749,14.85,15.6373,14.62,14.2805
4849,18.3,19.3463,16.95,18.1495,15.85,16.9688,14.85,15.7225,14.62,14.3502,14.02,13.1258
4850,16.95,17.7083,15.85,16.384,14.85,15.103,14.62,13.8108,14.02,12.5584,13.54,11.6727
4851,15.85,15.9977,14.85,14.5818,14.62,13.2715,14.02,12.0882,13.54,11.1759,12.76,10.8477
4852,14.85,14.3349,14.62,12.9378,14.02,11.801,13.54,11.0102,12.76,10.7159,11.31,11.1325
4853,14.62,13.1635,14.02,12.022,13.54,11.2691,12.76,11.0226,11.31,11.3968,11.93,12.4802
4854,14.02,12.7492,13.54,11.9576,12.76,11.6724,11.31,12.0029,11.93,12.9704,13.89,14.502
4855,13.54,12.4743,12.76,12.107,11.31,12.3675,11.93,13.2841,13.89,14.7236,16.04,16.4711
4856,12.76,12.9138,11.31,13.2247,11.93,14.1468,13.89,15.5388,16.04,17.1285,16.7,18.7107
4857,11.31,13.2899,11.93,14.2473,13.89,15.6935,16.04,17.3131,16.7,18.8115,18.25,20.0689
4858,11.93,12.6429,13.89,13.8728,16.04,15.4921,16.7,17.1253,18.25,18.4861,19.03,19.5493
4859,13.89,13.3907,16.04,14.7219,16.7,16.2305,18.25,17.6087,19.03,18.6922,20.13,19.548
4860,16.04,15.301,16.7,16.6708,18.25,17.9331,19.03,18.951,20.13,19.7034,20.76,20.3013
4861,16.7,17.3469,18.25,18.5163,19.03,19.4558,20.13,20.1722,20.76,20.6933,21.28,21.1345
4862,18.25,18.1587,19.03,19.0536,20.13,19.7663,20.76,20.3303,21.28,20.7647,21.39,21.1333
4863,19.03,19.4086,20.13,20.1392,20.76,20.6672,21.28,21.0519,21.39,21.3119,21.4,21.4761
4864,20.13,20.0064,20.76,20.4883,21.28,20.8358,21.39,21.0958,21.4,21.1888,21.44,21.1004
4865,20.76,20.5116,21.28,20.8845,21.39,21.0966,21.4,21.1357,21.44,20.8968,21.66,20.4199
4866,21.28,20.9715,21.39,21.1656,21.4,21.1563,21.44,20.9092,21.66,20.3466,20.24,19.5452
4867,21.39,21.3262,21.4,21.3099,21.44,21.0275,21.66,20.4807,20.24,19.625,18.91,18.6014
4868,21.4,21.1848,21.44,20.8844,21.66,20.3107,20.24,19.4921,18.91,18.4329,17.87,17.3159
4869,21.44,20.7346,21.66,20.1286,20.24,19.284,18.91,18.2722,17.87,17.1129,16.7,16.0035
4870,21.66,20.2883,20.24,19.4677,18.91,18.4927,17.87,17.4283,16.7,16.2803,15.7,15.2301
4871,20.24,20.0778,18.91,19.1618,17.87,18.1473,16.7,17.0866,15.7,15.9648,14.47,14.9289
4872,18.91,19.1975,17.87,18.1414,16.7,17.1044,15.7,16.0916,14.47,15.0379,12.89,14.0774
4873,17.87,17.8118,16.7,16.762,15.7,15.7957,14.47,14.8645,12.89,13.9053,12.29,13.0669
4874,16.7,16.5614,15.7,15.6112,14.47,14.7649,12.89,13.949,12.29,13.1023,11.41,12.441
4875,15.7,15.3185,14.47,14.4798,12.89,13.7613,12.29,13.065,11.41,12.3946,11.75,12.0126
4876,14.47,14.2628,12.89,13.4921,12.29,12.85,11.41,12.2902,11.75,11.8772,11.88,11.8781
4877,12.89,12.956,12.29,12.1793,11.41,11.6443,11.75,11.3478,11.88,11.3706,12.92,11.8853
4878,12.29,11.4211,11.41,10.7241,11.75,10.4179,11.88,10.5104,12.92,11.0329,14.03,12.0254
4879,11.41,10.8431,11.75,10.4717,11.88,10.589,12.92,11.1719,14.03,12.1304,16.12,13.3944
4880,11.75,10.7706,11.88,10.982,12.92,11.6839,14.03,12.7417,16.12,13.9584,17.54,15.2445
4881,11.88,11.9899,12.92,12.8624,14.03,14.0713,16.12,15.3834,17.54,16.5976,18.45,17.7305
4882,12.92,12.8099,14.03,14.0108,16.12,15.4023,17.54,16.7363,18.45,17.8775,19.51,18.8732
4883,14.03,14.1271,16.12,15.3787,17.54,16.686,18.45,17.8831,19.51,18.869,20.54,19.7117
4884,16.12,15.3396,17.54,16.5244,18.45,17.7113,19.51,18.7853,20.54,19.6553,21.48,20.3753
4885,17.54,17.3467,18.45,18.6021,19.51,19.709,20.54,20.5939,21.48,21.2253,22.18,21.6968
4886,18.45,18.7704,19.51,19.8536,20.54,20.7526,21.48,21.4399,22.18,21.8781,22.68,22.1409
4887,19.51,19.7339,20.54,20.5821,21.48,21.2375,22.18,21.6795,22.68,21.8694,22.96,21.8772
4888,20.54,20.3987,21.48,20.9912,22.18,21.3997,22.68,21.6175,22.96,21.5868,23.06,21.3539
4889,21.48,21.0709,22.18,21.4568,22.68,21.6424,22.96,21.6216,23.06,21.3092,22.47,20.7776
4890,22.18,21.5923,22.68,21.7448,22.96,21.6888,23.06,21.4007,22.47,20.8055,21.21,19.9961
4891,22.68,21.8947,22.96,21.7918,23.06,21.4682,22.47,20.9197,21.21,20.0804,20.02,19.0559
4892,22.96,22.0623,23.06,21.682,22.47,21.0883,21.21,20.2923,20.02,19.2371,19.13,18.0521
4893,23.06,22.1764,22.47,21.5299,21.21,20.675,20.02,19.635,19.13,18.3771,17.69,17.0513
4894,22.47,21.9631,21.21,21.0403,20.02,19.9745,19.13,18.7958,17.69,17.4496,16.48,16.1073
